MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,DCN930B,Power Tools,Fastening Tools,Nail Guns & Nailers,DCN930B,DCN930B,DCN930B Dewalt 20V 30 Degree - Framing Nailer,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),Stanley Black & Decker,DeWalt,,DCN930B,,Power Tools>Fastening Tools>Nail Guns & Nailers,"Stanley Black & Decker DeWalt, Nail Guns & Nailers, DCN930B",DCN930B DEWALT 20V 30 DEGREE - FRAMING NAILER,DeWalt DCN930B Nail Guns & Nailers,DCN930B Dewalt 20V 30 Degree - Framing Nailer,DeWalt DCN930B Nail Guns & Nailers,,,,,,,,,,,,,,,,,,,,,,,,,,,Nail Guns & Nailers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DCN930P1,Power Tools,Fastening Tools,Nail Guns & Nailers,DCN930P1,DCN930P1,DCN930P1 Dewalt 20V 30 Degree - Framing Nailer Kit,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),Stanley Black & Decker,DeWalt,,DCN930P1,,Power Tools>Fastening Tools>Nail Guns & Nailers,"Stanley Black & Decker DeWalt, Nail Guns & Nailers, DCN930P1",DCN930P1 DEWALT 20V 30 DEGREE - FRAMING NAILER KIT,DeWalt DCN930P1 Nail Guns & Nailers,DCN930P1 Dewalt 20V 30 Degree - Framing Nailer Kit,DeWalt DCN930P1 Nail Guns & Nailers,,,,,,,,,,,,,,,,,,,,,,,,,,,Nail Guns & Nailers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,XNB04Z,Power Tools,Fastening Tools,Nail Guns & Nailers,XNB04Z,XNB04Z,"XNB04Z Makita 18V 2"" Brad Nailer 18GA (Bare)",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142),Makita U.S.A. Inc,Makita,,XNB04Z,,Power Tools>Fastening Tools>Nail Guns & Nailers,"Makita U.S.A. Inc Makita, Nail Guns & Nailers, XNB04Z","XNB04Z MAKITA 18V 2"" BRAD NAILER 18GA (BARE)",Makita XNB04Z Nail Guns & Nailers,"XNB04Z Makita 18V 2"" Brad Nailer 18GA (Bare)",Makita XNB04Z Nail Guns & Nailers,,,,,,,,,,,,,,,,,,,,,,,,,,,Nail Guns & Nailers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,XNB05Z,Power Tools,Fastening Tools,Nail Guns & Nailers,XNB05Z,XNB05Z,"XNB05Z Makita 18V 2-1/2"" Straight Finish Nailer 16GA",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142),Makita U.S.A. Inc,Makita,,XNB05Z,,Power Tools>Fastening Tools>Nail Guns & Nailers,"Makita U.S.A. Inc Makita, Nail Guns & Nailers, XNB05Z","XNB05Z MAKITA 18V 2-1/2"" STRAIGHT FINISH NAILER 16GA",Makita XNB05Z Nail Guns & Nailers,"XNB05Z Makita 18V 2-1/2"" Straight Finish Nailer 16GA",Makita XNB05Z Nail Guns & Nailers,,,,,,,,,,,,,,,,,,,,,,,,,,,Nail Guns & Nailers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,XNB06Z,Lighting & Electrical,Lamps & Bulbs,LED Bulbs,XNB06Z,XNB06Z,"XNB06Z Makita 18V 2-1/2"" Angled Finish Nailer 16GA",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142),Makita U.S.A. Inc,Makita,,XNB06Z,,Lighting & Electrical>Lamps & Bulbs>LED Bulbs,"Makita U.S.A. Inc Makita, LED Bulbs, XNB06Z","XNB06Z MAKITA 18V 2-1/2"" ANGLED FINISH NAILER 16GA",Makita XNB06Z LED Bulbs,"XNB06Z Makita 18V 2-1/2"" Angled Finish Nailer 16GA",Makita XNB06Z LED Bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,,LED Bulbs,Bulb Type,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,XNB07Z,Power Tools,Fastening Tools,Nail Guns & Nailers,XNB07Z,XNB07Z,XNB07Z Makita 18V LXT BL 30 Nailer (Bare),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142),Makita U.S.A. Inc,Makita,,XNB07Z,,Power Tools>Fastening Tools>Nail Guns & Nailers,"Makita U.S.A. Inc Makita, Nail Guns & Nailers, XNB07Z",XNB07Z MAKITA 18V LXT BL 30 NAILER (BARE),Makita XNB07Z Nail Guns & Nailers,XNB07Z Makita 18V LXT BL 30 Nailer (Bare),Makita XNB07Z Nail Guns & Nailers,,,,,,,,,,,,,,,,,,,,,,,,,,,Nail Guns & Nailers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DZN930,,,,DZN930,DZN930,DZN930 Dewalt 30 Degree - Framing Magazine,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585),Stanley Black & Decker,DeWalt,,DZN930,,,"Stanley Black & Decker DeWalt, Hardware & Tools, DZN930",DZN930 DEWALT 30 DEGREE - FRAMING MAGAZINE,DeWalt DZN930 Hardware & Tools,DZN930 Dewalt 30 Degree - Framing Magazine,DeWalt DZN930 Hardware & Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,Hardware & Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,220USB25U,Hand Tools,Screwdrivers,Precision Screwdrivers,220USB25U,220USB25U,220USB25U Vessel Screwdriver w/25pc Bit Set,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Vessel Tools USA Inc (VESTO),Vessel Tools USA,-- Unbranded --,,220USB25U,,Hand Tools>Screwdrivers>Precision Screwdrivers,"Vessel Tools USA -- Unbranded --, Precision Screwdrivers, 220USB25U",220USB25U VESSEL SCREWDRIVER W/25PC BIT SET,-- Unbranded -- 220USB25U Precision Screwdrivers,220USB25U Vessel Screwdriver w/25pc Bit Set,-- Unbranded -- 220USB25U Precision Screwdrivers,,,,,,,,,,,,,,,,,,,,,,,,,,,Precision Screwdrivers,Pack Quantity,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,XRF03Z,Hand Tools,Screwdrivers,Precision Screwdrivers,XRF03Z,XRF03Z,XRF03Z Makita 18V Screwdriver - Autofeed,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142),Makita U.S.A. Inc,Makita,,XRF03Z,,Hand Tools>Screwdrivers>Precision Screwdrivers,"Makita U.S.A. Inc Makita, Precision Screwdrivers, XRF03Z",XRF03Z MAKITA 18V SCREWDRIVER - AUTOFEED,Makita XRF03Z Precision Screwdrivers,XRF03Z Makita 18V Screwdriver - Autofeed,Makita XRF03Z Precision Screwdrivers,,,,,,,,,,,,,,,,,,,,,,,,,,,Precision Screwdrivers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,220USBP5U,Hand Tools,Screwdrivers,Precision Screwdrivers,220USBP5U,220USBP5U,220USBP5U Vessel Screwdriver Plus w/5pc Bit Set,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Vessel Tools USA Inc (VESTO),Vessel Tools USA,-- Unbranded --,,220USBP5U,,Hand Tools>Screwdrivers>Precision Screwdrivers,"Vessel Tools USA -- Unbranded --, Precision Screwdrivers, 220USBP5U",220USBP5U VESSEL SCREWDRIVER PLUS W/5PC BIT SET,-- Unbranded -- 220USBP5U Precision Screwdrivers,220USBP5U Vessel Screwdriver Plus w/5pc Bit Set,-- Unbranded -- 220USBP5U Precision Screwdrivers,,,,,,,,,,,,,,,,,,,,,,,,,,,Precision Screwdrivers,Pack Quantity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,49-66-4567,Hand Tools,Screwdrivers,Precision Screwdrivers,49-66-4567,49-66-4567,"49-66-4567 Milw 6"" Magnetic - Impact Driver Set 6pc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Electric Tool,Milwaukee,,49-66-4567,,Hand Tools>Screwdrivers>Precision Screwdrivers,"Milwaukee Electric Tool Milwaukee, Precision Screwdrivers, 49-66-4567","49-66-4567 MILW 6"" MAGNETIC - IMPACT DRIVER SET 6PC",Milwaukee 49-66-4567 Precision Screwdrivers,"49-66-4567 Milw 6"" Magnetic - Impact Driver Set 6pc",Milwaukee 49-66-4567 Precision Screwdrivers,,,,,,,,,,,,,,,,,,,,,,,,,,,Precision Screwdrivers,Pack Quantity,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,IBMG90K003,Routers & Router Bits,Router Bits,Straight Bits,IBMG90K003,IBMG90K003,"IBMG90K003 Vessel Impact Ball Torsion Bit Assort 5pc 3.5""",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Vessel Tools USA Inc (VESTO),Vessel Tools USA,-- Unbranded --,,IBMG90K003,,Routers & Router Bits>Router Bits>Straight Bits,"Vessel Tools USA -- Unbranded --, Straight Bits, IBMG90K003","IBMG90K003 VESSEL IMPACT BALL TORSION BIT ASSORT 5PC 3.5""",-- Unbranded -- IBMG90K003 Straight Bits,"IBMG90K003 Vessel Impact Ball Torsion Bit Assort 5pc 3.5""",-- Unbranded -- IBMG90K003 Straight Bits,,,,,,,,,,,,,,,,,,,,,,,,,,,Straight Bits,Pack Quantity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,IBPH250P15T,Routers & Router Bits,Router Bits,Straight Bits,IBPH250P15T,IBPH250P15T,"IBPH250P15T Vessel Torsion Bit 2"" 15pc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Vessel Tools USA Inc (VESTO),Vessel Tools USA,-- Unbranded --,,IBPH250P15T,,Routers & Router Bits>Router Bits>Straight Bits,"Vessel Tools USA -- Unbranded --, Straight Bits, IBPH250P15T","IBPH250P15T VESSEL TORSION BIT 2"" 15PC",-- Unbranded -- IBPH250P15T Straight Bits,"IBPH250P15T Vessel Torsion Bit 2"" 15pc",-- Unbranded -- IBPH250P15T Straight Bits,,,,,,,,,,,,,,,,,,,,,,,,,,,Straight Bits,Pack Quantity,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DPH12B,Power Tools,Drills & Drivers,Drill Bits,DPH12B,DPH12B,"DPH12B 2"" #1 Phillips Drive - Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435),Freud Inc,Diablo,,DPH12B,,Power Tools>Drills & Drivers>Drill Bits,"Freud Inc Diablo, Drill Bits, DPH12B","DPH12B 2"" #1 PHILLIPS DRIVE - BIT",Diablo DPH12B Drill Bits,"DPH12B 2"" #1 Phillips Drive - Bit",Diablo DPH12B Drill Bits,,,,,,,,,,,,,,,,,,,,,,,,,,,Drill Bits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DPH135B,Power Tools,Drills & Drivers,Drill Bits,DPH135B,DPH135B,"DPH135B 3-1/2"" #1 Phillips - Drive Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435),Freud Inc,Diablo,,DPH135B,,Power Tools>Drills & Drivers>Drill Bits,"Freud Inc Diablo, Drill Bits, DPH135B","DPH135B 3-1/2"" #1 PHILLIPS - DRIVE BIT",Diablo DPH135B Drill Bits,"DPH135B 3-1/2"" #1 Phillips - Drive Bit",Diablo DPH135B Drill Bits,,,,,,,,,,,,,,,,,,,,,,,,,,,Drill Bits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DPH21B,Power Tools,Drills & Drivers,Drill Bits,DPH21B,DPH21B,"DPH21B 1"" #2 Phillips Drive - Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435),Freud Inc,Diablo,,DPH21B,,Power Tools>Drills & Drivers>Drill Bits,"Freud Inc Diablo, Drill Bits, DPH21B","DPH21B 1"" #2 PHILLIPS DRIVE - BIT",Diablo DPH21B Drill Bits,"DPH21B 1"" #2 Phillips Drive - Bit",Diablo DPH21B Drill Bits,,,,,,,,,,,,,,,,,,,,,,,,,,,Drill Bits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DPH22B,Power Tools,Drills & Drivers,Drill Bits,DPH22B,DPH22B,"DPH22B 2"" #2 Phillips Drive - Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435),Freud Inc,Diablo,,DPH22B,,Power Tools>Drills & Drivers>Drill Bits,"Freud Inc Diablo, Drill Bits, DPH22B","DPH22B 2"" #2 PHILLIPS DRIVE - BIT",Diablo DPH22B Drill Bits,"DPH22B 2"" #2 Phillips Drive - Bit",Diablo DPH22B Drill Bits,,,,,,,,,,,,,,,,,,,,,,,,,,,Drill Bits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DPH235B,Power Tools,Drills & Drivers,Drill Bits,DPH235B,DPH235B,"DPH235B 3-1/2"" #2 Phillips - Drive Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435),Freud Inc,Diablo,,DPH235B,,Power Tools>Drills & Drivers>Drill Bits,"Freud Inc Diablo, Drill Bits, DPH235B","DPH235B 3-1/2"" #2 PHILLIPS - DRIVE BIT",Diablo DPH235B Drill Bits,"DPH235B 3-1/2"" #2 Phillips - Drive Bit",Diablo DPH235B Drill Bits,,,,,,,,,,,,,,,,,,,,,,,,,,,Drill Bits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DPH26B,Power Tools,Drills & Drivers,Drill Bits,DPH26B,DPH26B,"DPH26B 6"" #2 Phillips Drive - Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435),Freud Inc,Diablo,,DPH26B,,Power Tools>Drills & Drivers>Drill Bits,"Freud Inc Diablo, Drill Bits, DPH26B","DPH26B 6"" #2 PHILLIPS DRIVE - BIT",Diablo DPH26B Drill Bits,"DPH26B 6"" #2 Phillips Drive - Bit",Diablo DPH26B Drill Bits,,,,,,,,,,,,,,,,,,,,,,,,,,,Drill Bits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
